date,open,close,high,low,amount
2021-03-31,70.16,69.59,70.34,68.61,273525.08
2021-04-01,69.36,72.79,73.24,69.16,352045.12
2021-04-02,72.86,74.47,75.86,72.26,291525.38
2021-04-06,74.52,71.74,75.06,71.36,257668.4
2021-04-07,71.74,70.08,71.85,69.24,299774.66
2021-04-08,69.87,70.04,70.28,69.31,182114.06
2021-04-09,70.34,67.81,70.34,67.6,322385.56
2021-04-12,67.66,66.66,68.62,66.36,252774.87
2021-04-13,66.31,66.05,67.18,65.48,213628.28
2021-04-14,66.33,67.49,67.99,66.25,210692.29
2021-04-15,67.49,67.64,68.36,66.32,174452.81
2021-04-16,67.66,67.26,67.96,66.26,153478.18
2021-04-19,67.36,69.03,69.47,66.36,267593.56
2021-04-20,68.44,68.34,68.86,67.39,231533.86
2021-04-21,67.36,66.96,67.86,66.86,251906.06
2021-04-22,66.98,67.61,67.65,66.37,230968.78
2021-04-23,67.78,71.22,71.36,67.62,451415.58
2021-04-26,71.6,67.39,72.36,67.27,418029.19
2021-04-27,67.33,68.08,68.99,66.56,190000.53
2021-04-28,68.36,68.91,69.06,67.44,179025.75
2021-04-29,69.42,70.79,71.61,69.23,298159.63
2021-04-30,72.06,67.53,72.06,67.16,582377.0
2021-05-06,65.67,64.92,67.13,64.85,491159.46
2021-05-07,64.76,62.44,64.91,62.36,437295.14
2021-05-10,63.19,65.36,66.56,63.19,549439.86
2021-05-11,64.52,65.7,66.36,63.95,273334.64
2021-05-12,66.26,64.63,66.26,63.81,273410.35
2021-05-13,63.48,62.51,63.86,62.36,329507.62
2021-05-14,62.66,63.8,63.93,60.98,304811.13
2021-05-17,64.36,65.76,66.71,64.24,418092.3
2021-05-18,67.16,65.2,67.36,64.56,268555.15
2021-05-19,64.41,64.69,65.12,63.86,225052.69
2021-05-20,66.36,68.06,68.22,64.93,735330.93
2021-05-21,68.46,68.91,70.46,68.23,502224.28
2021-05-24,69.99,69.56,70.36,68.31,360149.44
2021-05-25,70.33,70.64,71.56,69.7,417467.44
2021-05-26,71.26,71.69,72.35,69.81,360381.91
2021-05-27,72.35,71.26,72.39,70.79,296156.6
2021-05-28,70.64,69.89,70.65,69.36,387415.14
2021-05-31,70.06,68.36,70.06,67.1,523951.01
2021-06-01,68.27,67.53,68.27,66.68,473370.82
2021-06-02,68.33,68.43,68.43,67.43,342846.54
2021-06-03,68.43,66.86,68.77,66.41,416690.46
2021-06-04,66.34,66.66,67.43,65.46,283066.03
2021-06-07,66.68,65.71,66.7,65.08,277274.99
2021-06-08,65.83,64.95,66.23,64.56,320893.44
2021-06-09,65.2,64.52,65.55,64.13,251380.05
2021-06-10,64.63,64.33,64.87,63.83,320755.63
2021-06-11,64.33,62.93,64.53,62.44,465213.67
2021-06-15,62.8,62.17,63.43,60.93,445900.3
2021-06-16,62.83,63.93,64.19,62.13,449701.85
2021-06-17,64.13,62.39,64.26,62.23,299292.38
2021-06-18,62.26,62.73,63.14,61.09,388178.63
2021-06-21,62.75,60.93,62.76,60.1,477386.43
2021-06-22,60.83,60.21,61.81,59.81,410341.69
2021-06-23,60.14,62.1,62.22,59.63,434043.58
2021-06-24,63.43,62.13,63.43,61.64,287028.16
2021-06-25,62.5,62.1,62.71,61.51,412552.01
2021-06-28,62.11,62.14,62.83,61.43,306845.68
2021-06-29,62.71,60.39,62.73,60.17,349799.11
2021-06-30,60.03,60.3,60.83,59.78,284444.13
2021-07-01,60.23,62.17,62.32,59.49,446417.83
2021-07-02,61.56,60.03,61.68,59.59,403184.36
2021-07-05,59.21,57.13,59.3,55.71,780811.02
2021-07-06,56.59,57.54,58.28,55.74,410636.62
2021-07-07,57.88,59.32,60.88,57.54,559597.61
2021-07-08,58.93,58.93,59.72,57.79,359770.37
2021-07-09,58.48,58.13,59.51,57.64,290798.3
2021-07-12,58.57,59.63,60.43,57.85,404955.49
2021-07-13,59.71,61.73,62.26,59.51,474532.41
2021-07-14,61.38,60.93,61.73,60.49,334055.15
2021-07-15,60.93,60.1,61.28,59.54,319702.43
2021-07-16,60.23,58.63,60.23,57.73,456910.25
2021-07-19,58.72,59.07,59.23,57.53,305611.68
2021-07-20,58.59,58.54,59.15,57.94,230947.8
2021-07-21,58.65,56.92,58.85,56.74,515186.57
2021-07-22,56.92,57.23,58.82,55.91,428837.59
2021-07-23,57.23,55.89,57.81,55.44,424513.36
2021-07-26,54.51,53.61,55.0,52.8,570128.81
2021-07-27,53.6,50.33,53.91,50.33,618698.75
2021-07-28,50.33,52.21,52.73,50.04,477829.07
2021-07-29,53.43,52.23,53.43,51.56,392712.65
2021-07-30,52.02,52.44,53.01,50.89,419778.74
2021-08-02,52.43,55.01,55.59,51.51,544452.6
2021-08-03,54.43,59.85,61.19,54.11,899927.68
2021-08-04,59.33,58.92,60.61,58.66,426362.29
2021-08-05,58.38,58.83,60.54,58.02,453382.68
2021-08-06,58.93,59.28,59.98,56.98,344817.66
2021-08-09,58.53,61.4,62.43,58.3,513619.21
2021-08-10,61.03,61.78,61.78,59.76,323715.45
2021-08-11,61.27,60.86,62.48,60.8,285607.14
2021-08-12,60.43,59.85,61.4,59.53,305392.65
2021-08-13,59.85,60.54,60.91,58.73,303013.04
2021-08-16,60.54,63.92,64.38,60.38,663055.82
2021-08-17,63.91,62.33,64.43,62.04,414103.11
2021-08-18,62.32,63.43,63.93,61.63,326173.17
2021-08-19,63.89,60.87,64.21,60.8,328662.21
2021-08-20,59.92,60.93,61.42,58.72,301298.22
2021-08-23,60.63,59.54,61.48,59.06,242164.01
2021-08-24,59.13,59.43,60.08,57.11,387440.22
2021-08-25,59.03,58.08,59.63,57.93,253518.79
2021-08-26,58.07,56.86,58.58,56.44,305609.14
2021-08-27,56.86,56.73,57.91,56.31,245560.8
2021-08-30,56.88,54.91,57.04,54.24,453444.2
2021-08-31,54.83,54.93,56.82,54.19,319641.02
2021-09-01,55.44,58.08,58.78,54.11,541204.72
2021-09-02,58.51,58.12,58.51,56.78,427612.83
2021-09-03,57.9,58.97,59.06,57.13,286807.84
2021-09-06,59.05,61.05,62.17,59.04,396106.16
2021-09-07,61.63,61.95,62.86,60.74,389370.22
2021-09-08,61.93,61.65,62.58,61.14,266823.59
2021-09-09,61.65,60.95,62.28,60.16,223508.46
2021-09-10,60.95,61.33,61.93,60.03,210795.81
2021-09-13,61.25,59.91,61.62,59.66,212937.72
2021-09-14,59.93,57.36,60.33,57.14,307033.35
2021-09-15,56.94,55.45,57.35,54.73,396306.58
2021-09-16,55.45,54.88,56.11,54.73,294662.22
2021-09-17,55.29,57.19,57.21,55.02,260977.37
2021-09-22,55.93,55.01,56.23,54.81,239677.87
2021-09-23,55.69,55.72,56.03,54.93,199430.38
2021-09-24,55.43,56.13,57.13,55.02,273724.09
2021-09-27,56.12,57.63,59.32,55.7,332664.6
2021-09-28,57.0,59.2,59.43,56.24,347514.38
2021-09-29,58.88,59.2,59.83,58.21,295308.2
2021-09-30,59.2,58.53,60.06,58.43,218791.16
2021-10-08,59.13,61.43,61.51,58.68,416133.73
2021-10-11,61.63,60.01,62.03,60.01,234492.47
2021-10-12,60.04,60.55,61.51,59.01,215990.19
2021-10-13,60.93,59.93,61.15,59.18,160558.9
2021-10-14,59.96,59.06,60.55,58.58,162333.58
2021-10-15,59.93,59.93,60.71,59.29,204251.07
2021-10-18,59.93,58.55,59.93,57.93,219018.73
2021-10-19,58.24,58.81,59.39,57.98,181044.97
2021-10-20,58.93,57.0,59.43,56.95,302766.09
2021-10-21,57.21,58.61,58.72,56.97,205973.02
2021-10-22,58.9,63.43,63.93,58.88,819479.36
2021-10-25,62.92,61.33,63.23,60.53,430581.06
2021-10-26,60.68,58.95,60.91,58.95,396448.1
2021-10-27,57.99,55.93,58.38,55.93,678497.0
2021-10-28,55.43,57.05,57.28,54.97,277978.6
2021-10-29,56.36,57.7,58.43,56.23,282021.16
2021-11-01,60.2,61.74,62.85,59.58,748110.69
2021-11-02,61.74,59.74,62.32,59.31,339795.98
2021-11-03,58.96,58.25,60.43,58.25,221362.9
2021-11-04,58.93,59.65,60.17,58.42,236740.66
2021-11-05,59.24,59.68,60.74,58.72,186306.32
2021-11-08,59.56,59.37,59.89,58.73,149609.96
2021-11-09,59.28,57.93,59.28,57.3,227670.37
2021-11-10,57.62,58.51,58.73,56.95,237357.91
2021-11-11,58.12,60.97,61.29,57.83,363320.28
2021-11-12,60.81,61.1,62.81,60.53,266143.92
2021-11-15,60.93,61.41,61.93,60.43,214973.17
2021-11-16,61.93,61.66,62.43,61.32,211401.9
2021-11-17,61.18,61.04,62.13,60.45,143903.3
2021-11-18,60.76,59.15,60.77,58.91,194134.31
2021-11-19,59.15,58.93,59.43,58.24,251029.95
2021-11-22,58.66,58.88,59.21,58.43,229662.39
2021-11-23,58.87,58.4,58.87,57.95,224157.18
2021-11-24,59.08,59.08,59.3,57.95,252709.93
2021-11-25,58.93,58.07,58.93,58.01,181103.45
2021-11-26,57.93,57.74,58.38,57.51,140483.78
2021-11-29,56.92,57.1,57.51,56.65,200021.0
2021-11-30,56.79,56.71,58.08,56.6,195436.71
2021-12-01,56.6,57.09,57.13,56.13,180101.01
2021-12-02,56.31,56.67,56.9,56.04,172928.4
2021-12-03,56.64,56.09,56.64,55.61,217091.79
2021-12-06,56.09,57.5,57.71,56.04,281560.18
2021-12-07,58.03,59.16,59.33,58.03,459961.0
2021-12-08,59.32,58.92,59.38,57.93,244486.18
2021-12-09,60.43,61.15,61.68,59.81,587205.74
2021-12-10,60.59,60.83,61.33,59.63,297742.71
2021-12-13,61.68,61.88,64.2,61.45,543929.76
2021-12-14,61.18,59.98,61.41,59.98,253301.23
2021-12-15,59.92,59.28,60.34,59.11,165669.27
2021-12-16,59.38,59.33,59.81,58.75,153603.53
2021-12-17,59.02,57.63,59.19,57.63,204678.41
2021-12-20,57.81,58.55,59.27,57.74,206579.79
2021-12-21,58.54,60.58,61.06,58.43,317596.6
2021-12-22,60.38,60.46,60.83,58.96,224831.08
2021-12-23,60.02,60.8,61.8,59.93,196541.81
2021-12-24,60.26,61.09,61.18,59.76,163774.82
2021-12-27,61.13,61.98,62.93,60.83,275623.36
2021-12-28,61.98,64.11,64.39,61.98,512720.47
2021-12-29,63.93,62.94,64.48,62.68,215842.58
2021-12-30,62.93,62.89,63.43,62.11,218290.08
2021-12-31,62.83,62.74,63.37,61.71,216733.93
2022-01-04,62.93,64.29,64.43,62.53,310408.01
2022-01-05,64.33,65.2,68.76,63.67,613699.22
2022-01-06,64.74,63.91,67.12,63.73,341889.49
2022-01-07,64.41,66.71,67.41,63.94,437220.85
2022-01-10,67.13,66.73,69.81,65.93,352521.63
2022-01-11,65.95,64.53,67.75,64.43,336945.29
2022-01-12,65.02,63.21,65.25,61.96,384641.29
2022-01-13,63.51,61.25,64.29,61.13,267325.85
2022-01-14,61.03,60.93,61.78,60.33,209969.9
2022-01-17,61.03,61.96,62.37,60.65,203811.36
2022-01-18,61.74,62.23,62.61,60.95,213077.18
2022-01-19,62.63,64.16,65.12,62.39,404010.59
2022-01-20,64.12,67.55,67.73,64.04,506621.97
2022-01-21,67.05,66.34,67.75,65.56,302262.21
2022-01-24,65.73,66.01,67.96,65.43,169130.71
2022-01-25,65.73,64.78,67.73,64.15,251851.51
2022-01-26,65.4,65.44,66.46,64.47,179965.04
2022-01-27,64.68,63.75,65.7,63.44,258965.59
2022-01-28,63.76,62.13,64.93,61.96,269219.24
2022-02-07,63.43,63.63,64.57,62.31,212957.84
2022-02-08,63.33,63.23,63.83,61.93,252227.89
2022-02-09,63.53,65.52,66.0,62.83,308211.3
2022-02-10,65.03,62.58,65.54,62.43,400938.08
2022-02-11,62.08,63.07,63.53,61.41,263156.15
2022-02-14,62.43,61.93,62.46,60.53,198336.4
2022-02-15,61.65,60.96,62.23,60.83,226625.61
2022-02-16,61.11,62.23,62.42,60.73,189392.58
2022-02-17,61.94,61.2,62.73,61.04,177123.19
2022-02-18,60.72,61.93,62.07,60.24,153925.11
2022-02-21,61.73,61.63,61.75,60.93,107090.58
2022-02-22,61.03,59.1,61.08,58.18,363014.46
2022-02-23,58.98,59.41,59.57,58.63,195985.6
2022-02-24,58.45,57.23,58.69,56.39,418996.69
2022-02-25,57.68,57.05,57.88,56.74,224170.97
2022-02-28,56.43,55.65,56.55,54.43,483623.95
2022-03-01,55.54,57.26,57.32,54.61,406334.96
2022-03-02,56.43,55.85,56.43,55.13,247869.34
2022-03-03,56.18,55.6,56.18,54.88,262305.56
2022-03-04,54.88,54.53,55.26,54.02,305204.27
2022-03-07,53.51,51.44,53.51,50.97,476452.42
2022-03-08,50.83,48.69,51.93,48.63,577686.7
2022-03-09,48.21,48.45,48.94,45.54,562758.07
2022-03-10,50.14,47.8,50.32,47.05,473628.69
2022-03-11,47.23,48.31,48.6,46.26,356389.96
2022-03-14,46.95,45.62,48.02,45.62,319186.08
2022-03-15,45.13,43.33,46.16,43.21,499267.66
2022-03-16,45.13,45.92,46.24,43.18,529457.81
2022-03-17,48.37,47.63,48.61,46.54,522664.37
2022-03-18,47.63,47.83,47.94,46.58,368393.05
2022-03-21,47.96,47.38,48.48,46.93,306417.15
2022-03-22,47.03,47.51,47.87,46.95,194039.69
2022-03-23,47.66,46.93,47.79,46.86,243737.29
2022-03-24,46.43,46.51,46.75,46.04,236786.7
2022-03-25,46.52,45.02,46.85,44.98,252163.69
2022-03-28,44.8,44.73,45.09,43.73,215852.82
2022-03-29,45.04,43.58,45.16,43.39,252429.58
2022-03-30,43.92,45.93,45.93,43.88,339002.53
2022-03-31,45.83,45.93,46.13,45.15,251335.97
2022-04-01,45.43,47.53,48.17,44.74,457752.0
2022-04-06,46.98,47.34,48.11,46.83,307532.0
2022-04-07,46.58,46.63,48.05,46.54,269420.0
2022-04-08,46.63,46.26,46.85,45.77,226827.0
2022-04-11,46.38,44.29,46.4,44.2,338124.0
2022-04-12,44.67,46.37,46.43,44.22,297175.0
2022-04-13,45.91,45.5,46.38,45.36,211987.0
2022-04-14,45.95,47.65,48.01,45.95,427417.0
2022-04-15,47.25,47.58,48.23,47.09,212421.0
2022-04-18,47.43,46.5,47.43,46.46,154682.0
2022-04-19,46.58,46.23,47.08,45.99,168495.0
2022-04-20,46.68,46.49,47.82,45.93,216628.0
2022-04-21,46.03,44.96,46.92,44.53,280000.0
2022-04-22,44.53,45.9,46.45,43.61,244698.0
2022-04-25,45.48,44.0,46.42,43.96,325601.0
2022-04-26,44.0,40.72,44.4,40.44,632046.0
2022-04-27,39.66,42.03,42.28,39.43,375710.0
2022-04-28,42.43,42.21,42.63,41.0,252589.0
2022-04-29,42.93,46.02,46.22,42.21,575241.0
2022-05-05,46.98,47.63,48.31,46.78,467907.0
2022-05-06,46.53,47.13,47.43,46.32,212170.0
2022-05-09,46.18,45.29,46.45,44.7,215297.0
2022-05-10,44.16,45.53,45.82,43.93,300571.0
2022-05-11,45.41,45.61,46.43,44.93,359115.0
2022-05-12,45.51,44.67,45.51,44.21,225791.0
2022-05-13,45.45,45.94,46.1,45.13,244320.0
2022-05-16,46.45,45.13,47.68,44.48,286645.0
2022-05-17,44.93,46.32,46.43,44.63,228314.0
2022-05-18,46.43,45.56,46.6,44.85,222697.0
2022-05-19,44.72,44.75,45.12,44.26,201959.0
2022-05-20,44.83,45.83,46.05,44.29,266085.0
2022-05-23,45.28,43.24,45.43,43.02,557831.0
2022-05-24,42.99,42.72,43.62,42.48,263463.0
2022-05-25,42.43,42.33,42.73,41.93,221974.0
2022-05-26,42.33,42.75,43.01,40.73,423828.0
2022-05-27,43.36,42.05,43.72,41.94,352557.0
2022-05-30,42.08,42.33,42.73,41.94,216385.0
2022-05-31,42.42,43.41,43.41,42.03,355099.0
2022-06-01,43.23,43.2,43.7,42.78,292058.0
2022-06-02,43.36,43.16,43.38,42.68,275846.0
2022-06-06,43.18,43.39,43.53,42.18,365209.0
2022-06-07,43.1,43.6,43.73,42.7,291695.0
2022-06-08,43.61,43.59,44.4,43.13,362977.0
2022-06-09,43.45,42.98,43.75,42.79,286836.0
2022-06-10,42.71,42.85,42.94,42.35,300349.0
2022-06-13,42.4,41.66,42.45,41.26,404263.0
2022-06-14,40.9,42.03,42.16,40.72,348424.0
2022-06-15,41.72,45.04,45.6,41.72,915078.0
2022-06-16,45.07,44.43,45.53,44.09,359382.0
2022-06-17,43.63,45.36,46.01,43.12,538134.0
2022-06-20,45.76,47.66,48.15,45.76,765309.0
2022-06-21,47.7,47.89,48.99,47.25,537077.0
2022-06-22,47.87,46.6,47.87,46.6,297211.0
2022-06-23,46.56,46.59,47.07,45.9,304532.0
2022-06-24,46.59,48.4,49.55,46.36,732011.0
2022-06-27,48.9,49.7,50.68,48.9,581584.0
2022-06-28,50.2,49.7,50.2,49.05,322522.0
2022-06-29,50.08,49.87,51.24,49.81,420723.0
2022-06-30,49.96,50.99,51.26,49.6,370539.0
2022-07-01,50.79,49.39,50.79,48.76,337857.0
2022-07-04,48.14,50.57,50.66,48.14,313750.0
2022-07-05,50.35,50.14,52.09,49.5,283847.0
2022-07-06,50.65,49.88,51.63,49.27,307640.0
2022-07-07,49.62,49.3,50.4,49.1,197472.0
2022-07-08,49.72,49.18,49.72,48.5,227250.0
2022-07-11,48.86,49.5,49.8,48.32,273547.0
2022-07-12,49.65,50.7,51.48,49.65,408104.0
2022-07-13,50.68,48.9,50.85,48.63,387901.0
2022-07-14,49.6,46.8,49.79,46.45,545200.0
2022-07-15,46.4,45.8,47.18,45.75,302679.0
2022-07-18,45.8,45.89,46.48,44.6,235494.0
2022-07-19,45.7,45.63,46.26,45.36,197097.0
2022-07-20,46.07,46.03,46.95,45.7,217052.0
2022-07-21,46.1,45.49,46.5,45.4,163847.0
2022-07-22,45.25,45.69,46.07,44.9,186461.0
2022-07-25,45.7,47.05,47.32,45.61,360274.0
2022-07-26,47.1,48.0,48.46,46.97,263042.0
2022-07-27,47.8,46.52,47.85,46.37,244410.0
2022-07-28,46.6,46.35,46.74,46.11,146147.0
2022-07-29,46.55,45.58,46.8,45.38,237474.0
2022-08-01,45.85,45.21,45.9,44.68,186467.0
2022-08-02,44.68,44.2,44.7,43.5,260486.0
2022-08-03,43.81,42.85,44.61,42.68,318780.0
2022-08-04,43.0,43.1,43.37,42.7,135291.0
2022-08-05,43.34,43.57,43.57,42.68,198191.0
2022-08-08,43.15,43.03,43.57,42.93,218082.0
2022-08-09,43.05,43.26,43.66,42.85,160516.0
2022-08-10,43.23,42.43,43.23,42.37,163024.0
2022-08-11,42.9,43.52,43.58,42.48,229539.0
2022-08-12,43.31,43.76,44.06,43.03,169879.0
2022-08-15,43.77,43.4,44.2,43.12,183235.0
2022-08-16,43.42,43.2,43.49,42.9,163357.0
2022-08-17,43.26,44.03,44.48,42.71,238435.0
2022-08-18,43.7,43.22,43.85,43.01,140885.0
2022-08-19,43.28,43.21,43.41,42.85,132153.0
2022-08-22,43.06,43.64,44.15,42.89,238176.0
2022-08-23,43.55,42.72,43.7,42.6,220349.0
2022-08-24,42.7,41.99,42.78,41.91,215842.0
2022-08-25,41.99,42.83,43.01,41.57,209893.0
2022-08-26,43.08,42.83,43.26,42.49,160406.0
2022-08-29,42.2,42.88,43.47,42.11,164561.0
2022-08-30,43.09,42.9,43.81,42.68,202708.0
2022-08-31,42.7,43.84,44.25,42.69,462838.0
2022-09-01,43.83,45.71,46.1,43.83,642105.0
2022-09-02,45.71,44.25,45.71,43.77,367460.0
2022-09-05,43.7,44.4,44.6,43.48,190275.0
2022-09-06,44.41,44.06,44.81,44.0,177962.0
2022-09-07,44.27,43.65,44.29,43.58,209953.0
2022-09-08,43.65,43.97,44.35,43.65,153657.0
2022-09-09,43.97,46.04,46.23,43.86,523881.0
2022-09-13,46.04,47.09,47.5,45.67,346024.0
2022-09-14,46.1,46.53,46.85,46.0,187473.0
2022-09-15,46.49,46.94,47.8,46.29,289698.0
2022-09-16,46.59,45.72,46.7,45.5,259940.0
2022-09-19,45.27,45.58,46.04,44.72,203600.0
2022-09-20,45.45,44.12,45.7,43.9,350660.0
2022-09-21,45.03,43.45,45.06,42.94,267752.0
2022-09-22,43.34,42.1,43.35,41.89,401432.0
2022-09-23,41.71,41.94,42.49,41.6,175176.0
2022-09-26,41.6,41.65,42.6,41.49,205533.0
2022-09-27,41.75,42.28,42.48,40.9,247650.0
2022-09-28,42.1,41.77,42.37,41.7,135577.0
2022-09-29,42.07,41.1,42.36,40.9,253195.0
2022-09-30,40.73,39.91,41.17,39.91,355638.0
2022-10-10,39.91,39.3,40.59,39.06,260145.0
2022-10-11,39.29,38.97,39.45,38.6,220037.0
2022-10-12,38.65,38.87,38.9,37.6,240971.0
2022-10-13,38.59,37.66,38.6,37.61,277454.0
2022-10-14,37.85,38.59,38.85,37.7,313388.0
2022-10-17,38.31,38.27,38.45,37.9,235017.0
2022-10-18,38.58,38.04,38.75,37.93,270086.0
2022-10-19,37.96,35.82,37.96,35.77,556549.0
2022-10-20,35.4,34.98,35.88,34.46,366478.0
2022-10-21,34.99,34.6,35.38,34.37,272432.0
2022-10-24,34.3,32.99,34.92,32.9,459169.0
2022-10-25,33.4,32.62,33.55,32.58,414401.0
2022-10-26,32.8,33.06,33.81,32.76,362814.0
2022-10-27,33.3,33.18,33.6,32.9,226403.0
2022-10-28,32.81,31.36,32.98,31.22,401750.0
2022-10-31,31.33,30.78,31.4,30.7,345535.0
2022-11-01,31.18,32.2,32.2,30.69,480671.0
2022-11-02,32.0,32.68,33.2,31.82,380199.0
2022-11-03,32.4,32.18,32.47,31.8,288535.0
2022-11-04,32.23,33.69,33.95,32.18,457491.0
2022-11-07,33.6,33.66,33.86,33.11,331596.0
2022-11-08,33.72,33.6,33.89,33.18,305582.0
2022-11-09,33.99,33.64,34.45,33.55,229904.0
2022-11-10,33.35,33.57,33.58,33.13,223054.0
2022-11-11,35.13,36.23,36.8,34.31,828835.0
2022-11-14,38.52,38.4,39.71,37.9,1000204.0
2022-11-15,39.1,39.67,40.18,38.3,512288.0
2022-11-16,40.0,39.06,40.0,38.76,259926.0
2022-11-17,38.99,38.56,39.7,38.28,192846.0
2022-11-18,38.96,38.57,39.14,38.28,160676.0
2022-11-21,38.07,36.94,38.07,36.84,345234.0
